Phone Number,Message,Received,Spam
CP-GLEARN ,Received,"Dear Candidate, Join us for the Admission Webinar on ""Unlock Opportunities: Q&A on PGDM (online) Program"" with Mudita Sadana, Admission Team, Great Lakes on 0000th June'0000 at 0000:0000 PM Register now: weurl.co/ZtLoHT
Great Lakes",1
CP-GLEARN ,Received,"0000 mins left for webinar, ""Unlock Opportunities: Q&A on PGDM (online) Program"", to start. Join us live at 0000:0000 PM today. Dedicated Q&A round. Link to join: weurl.co/ZtV0000J0000
Great Lakes",1
CP-GLEARN ,Received,"0000 mins left for webinar, ""Unlock Opportunities: Q&A on PGDM (online) Program"", to start. Join us live at 0000:0000 PM today. Dedicated Q&A round. Link to join: weurl.co/0000tkmKP
Great Lakes",1
CP-GLEARN ,Received,"Dear Candidate, The Application Deadline for Great Lakes PG Program in Management for Executives is today. Apply Now: weurl.co/0000tNvzk
Great Learning",1
CP-GLEARN ,Received,"Dear Candidate, Join us for the Live Masterclass on ""Demand forecasting using data science"" with Dr. Abhinanda Sarkar, Ph.D Stanford University on 0000th June'0000 at 0000:0000 PM Register now: weurl.co/aud0000k0000
Great Lakes",1
CP-GLEARN ,Received,"0000 mins left for webinar, ""Demand forecasting using data science"", to start. Join us live at 0000:0000 PM today. Dedicated Q&A round. Link to join: weurl.co/cupOyX
Great Lakes",1
CP-GLEARN ,Received,"0000 mins left for webinar, ""Demand forecasting using data science"", to start. Join us live at 0000:0000 PM today. Dedicated Q&A round. Link to join: weurl.co/cusXzT
Great Lakes",1
CP-GNPGRP ,Received,"Shops & Offices next to Burger king, Opp. pendharkar college. @0000L* Assured Rent for 0000 yr*. Pre leased options also available. 
Call: 0000
GNP Arcadia",1
CP-GNPGRP ,Received,"Shops & Offices next to Burger king, Opp. pendharkar college. 
OC received,0000 lacs*onwards.
Pre leased options also available. Call: 0000
GNP Arcadia",1
CP-GNTOCH ,Received,KARNATAKA STATE GOVT EMPLOYEES HOUSING CO-OPERATIVE SOCIETY SITES NEAR RAJANUKUNTE - 0000% FOR GENERAL PUBLIC. CALL- 0000 WWW.SBIHOUSING.COM By Green Touch,1
CP-HIRANA ,Received,"Come Home to Pride.Everyday! At Hiranandani Gardens,Powai.Pay 0000% Now & Book Ready 0000 BHK Homes at Rs.0000.0000 Cr. in Regent Hill. RERA P0000 Call 0000",1
CP-HOABHL ,Received,"Your own land with ocean views  TomorrowView, Anjarle  0000.0000L
Soon a 0000hr drive from Mumbai & Pune
The House of Abhinandan Lodha
0000
wa.link/eglvgx",1
CP-HOABHL ,Received,"Your own land with ocean views  TomorrowView, Anjarle  0000.0000L
Soon a 0000hr drive from Mumbai & Pune
The House of Abhinandan Lodha
0000
wa.link/bdk0000tr",1
CP-HOABHL ,Received,"Glorious views & 0000x growth  TomorrowView
Oceanfront plots  Anjarle-Goa of tomorrow
Starting  0000.0000L
The House of Abhinandan Lodha
 0000
wa.link/eglvgx",1
CP-HOABLR ,Received,"Invest in the Lap of Nature,
NA Villa Plots From House of Abhinandan Lodha Matheran
Starts from 0000.0000lacs.
0000
https://wa.link/w0000rd0000a",1
CP-HXPAIS ,Received, ! RummyCircle   0000 !   :  0000ji.me/p/favqO Hexa,1
CP-HXPAIS ,Received, ! RummyCircle   0000 !   :  0000ji.me/p/ffVvk Hexa,1
CP-HXPAIS ,Received, ! RummyCircle   0000 !   :  0000ji.me/p/fp0000H Hexa,1
CP-IPCARS ,Received,"Hello Sir, sell your car from your door & get paid instantly! Give missed call now 0000 or click  https://bit.ly/0000IPXCW0000 -CARS0000",1
CP-JAIBUI ,Received,"Sindhudurg Property exhibition organized by Credai from 0000th to 0000th April Time-0000-0000 at Ravindra Natya Mandir, Prabhadevi. Jaitapkar",1
CP-JAITBD ,Received,"Sindhudurg Konkan Vastu Exhibition at Ravindra Natya Mandir,Prabhadevi organized by Credai from 0000th to 0000th April.Book your dream home Jaitapkar",1
CP-KMDWST ,Received,"Kamdhenu officesuites @0000.0000L+ with No.0000 Amenities in Navi Mumbai. Book now & get assured rental income of 0000k* Thane-Belapur Rd Call 0000
XR- 0000",1
CP-KUMRMA ,Received,"Get the High Street Experience,Influencer Style!Book a Fashionable 0000BHK from 0000L*.Kumar Megapolis,Hinjawadi Ph 0000.XR0000 Call 0000 KUMRMA",1
CP-LNTFPL ,Received,"Dear Sandipan, Apply for an Instant pre-approved personal loan upto Rs. 0000 lakh with L&T Finance. Click here http://acl.cc/b0000pL0000oq0000",1
CP-LNTFPL ,Received,"Dear Sandipan, Apply for an Instant pre-approved personal loan upto Rs. 0000 lakh with L&T Finance. Click here http://acl.cc/n0000BpNoXZ",1
CP-LNTFPL ,Received,Dear Sandipan obtain a persoanl loan of upto 0000lakh with just a click.To apply https://planet.ltfs.com/LTFS-CL/ . L&T Finance.,1
CP-LNTFPL ,Received,"Dear Sandipan,get quick funds with a pre-approved Personal Loan of upto 0000Lakh from L&T Finance. To APPLY CLICK https://planet.ltfs.com/LTFS-CL/",1
CP-LNTFPL ,Received,"Dear Customer, avail L&T Finance personal loan of upto Rs 0000 lakh with an instant disbursal. Click https://planet.ltfs.com/LTFS-INSTA/ apply.",1
CP-LNTFPL ,Received,"Dear Customer, we have curated a personal loan offer of upto Rs 0000 lacs for you. Click https://planet.ltfs.com/LTFS-INSTA/ to apply -L&T Finance",1
CP-LNTFPL ,Received,Dear Customer L&T Finance presents Easy pre approved personal loan up to Rs. 0000 lakh. Click here https://planet.ltfs.com/LTFS-INSTA/,1
CP-LNTFPL ,Received,Dear Sandipan L&T Finance presents Easy pre approved personal loan up to Rs. 0000 lakh. Click here https://planet.ltfs.com/LTFS-CL/,1
CP-LNTFPL ,Received,Dear Sandipan L&T Finance presents Easy pre approved personal loan up to Rs. 0000 lakh. Click here https://planet.ltfs.com/LTFS-INSTA/,1
CP-LNTFPL ,Received,"Dear Sandipan,obtain immediate funds with a pre-approved Personal Loan of upto 0000lacs from L&T Finance.To APPLY CLICK https://planet.ltfs.com/LTFS-INSTA/",1
CP-LNTFPL ,Received,"Dear Customer, stay money ready with pre-approved personal loan of upto Rs 0000 lakhs with minimal documentation. Click https://planet.ltfs.com/LTFS-INSTA/ to apply -L&T Finance",1
CP-LNTFPL ,Received,"Dear Sandipan, get your paperless personal loan upto Rs 0000 lakh Instantly. Click Now https://planet.ltfs.com/LTFS-CL/ apply. L&T Finance.",1
CP-LNTFPL ,Received,"Dear Sandipan, get funds anytime, anywhere! Get up to Rs. 0000 lakhs with L&T Finance. Click here https://planet.ltfs.com/LTFS-CL/ to apply.",1
CP-LNTFPL ,Received,"Dear Customer, we have curated a personal loan offer of upto Rs 0000 lacs for you. Click https://planet.ltfs.com/LTFS-INSTA/ to apply. L&T Finance.",1
CP-LNTFPL ,Received,"Dear Customer, Get your paperless personal loan upto Rs.0000 lakh instantly.Click https://planet.ltfs.com/LTFS-INSTA/ to apply with L&T Finance Ltd.",1
CP-LNTFPL ,Received,"Dear Sandipan, Get your paperless personal loan upto Rs.0000 lakh instantly.Click https://planet.ltfs.com/LTFS-CL/ to apply with L&T Finance Ltd.",1
CP-ManHos ,Received,"""Manipal Hospitals,Baner is now open and offers you their new-age healthcare experience. 
0000
https://www.manipalhospitals.com/baner
Lifes On,Pune!""",1
CP-MNTOAK ,Received,Thank you for the payment of Rs. 0000.0000 via BharatQR UPI ID saxxxxxxxxxxxxx okicici through HDFC Bank SmartHub Vyapar on 0000-0000-0000 0000:0000:0000 . Receipt: https://hdfcmmp.mintoak.com/HDFC0000/redirect/0000h0000e0000qkuT0000A -Mintoak,0
CP-MYCRKT ,Received,"Dear 0000XX,
Get Rs0000 Bonus, IND vs SA T0000 Match on My0000cirlce.
First Prize: Rs.0000,0000,0000/- (0000Cr) 
Entry fees: 0000
0000mx.in/b0000czcEwpG WIN",1
CP-MYLNVE ,Received,"Congrats 0000, Rs.0000 SPECIAL Bonus Cash for you HYD vs LSD T0000 Match on My0000Circle Prize pool - 0000,0000,0000,0000 Entry Fee - 0000 Join Now -  lp0000.in/p/pgUmSNtr",1
CP-MYNTRA ,Received,"Sandy, owning your fave picks just got easier!
Buy 0000, Get 0000 FREE & more on Myntra
Get the best fits @ Super Style-Up Days
smsd.in/kzKkGgb0000",1
CP-MYNTRA ,Received,"Sandipan, stay tuned for the the great reaveal!
Sale Prices are revealing tonight
Add to cart @ Myntra's End Of Reason Sale
smsd.in/mal0000uSi0000",1
CP-MYNTRA ,Received,"Sandy, stay tuned for the the great reaveal!
Sale Prices are revealing tonight
Add to cart @ Myntra's End Of Reason Sale
smsd.in/majUq0000ea",1
CP-MYNTRA ,Received,"Sandipan, something big is coming!
Myntra's End Of Reason Sale starts at midnight
Get great offers on your 0000st order
Add to cart now
smsd.in/mf0000ZesBS",1
CP-MYNTRA ,Received,"Sandipan, picking your OOTD just got super-easy
Buy 0000 @ Rs.0000 & save big on top styles
Free Shipping @ Myntra's End Of Reason Sale
smsd.in/m0000s0000bVLS",1
CP-MYTNEU ,Received,"Hi, your Rs0000 Tata Neu only Grand Savings Day Health voucher is here.
Valid till 0000Sep
Use code TNMG0000
Shop now https://tneu.in/rHc0000yO
*TC Apply",1
CP-MYTNEU ,Received,"Hi there!  Use 0000 as your OTP to login to Tata Neu. The code is valid for just 0000 mins. It's great to have you back! 
- Team Tata Neu

mytTjKEKMvy",1
CP-NBHome ,Received,"Hi Sandipan Dutta, Check out your new dream house now! Just a click and you get thousands of options in your city only on NoBroker! VISIT https://u0000.mnge.co/VM0000NwQP",1
CP-NKGSBK ,Received,"Dear NKGSB Bank Customer, Earn Higher Returns on Fixed Deposit for 0000 months. To know more click on https://bit.ly/0000uY0000Xn",1
CP-NKGSBK ,Received,"Dear Customer, never share your account details, card number, CVV or PIN in response to e-mails, SMS, calls asking you to activate your account, offering free gifts, lottery winnings or inheritance of money from a foreign country. Sharing these details can lead to fraudulent transactions in your account. Report such cases to our Customer Support on 0000 0000 or email at customercare@nkgsb-bank.com",0
CP-NKGSBK ,Received,"Dear Customer, be aware of fraudsters claiming to be from reputable companies asking you to share personal & financial details over a phone call, e-mail or on social networking sites. Sharing these details can lead to fraudulent activities on your account. Report such cases to our Customer support on 0000 0000 or email us at customercare@nkgsb-bank.com",1
CP-NNacre ,Received,You can contact Pandeyji at +0000-0000 Team 0000acres,0
CP-NNacre ,Received,You can contact SHAUKAT SHAIKH at +0000-0000 Team 0000acres,0
CP-NNacre ,Received,You can contact Rakesh Chaugule at +0000-0000 Team 0000acres,0
CP-NNacre ,Received,You can contact Mr Suresh Choudhary at +0000-0000 Team 0000acres,0
CP-NNacre ,Received,You can contact Balram at +0000-0000 Team 0000acres,0
CP-NOBRKR ,Received,"Hi Sandipan,
Based on your recent search for 0000 BHK in Dombivli for rent, we have some newly added properties that you might be interested in. Click http://nobr.kr/sv/wh0000fm0000 to view them and complete your property search at the earliest.
NoBroker",1
CP-OLDCAR ,Received,"Dear Customer,
Selling your car has never been easier. 
Book a CARS0000 home inspection by giving a missed call on
0000
or
visit here
bit.ly/0000uDHe0000K
-CARS0000",1
CP-OLJAIN ,Received,"Dear Learner, Fill your Pending Application for JAIN Online MBA before the deadline i.e. Today. Application Form: weurl.co/Xt0000mJ0000 JAIN Online",1
CP-OLJAIN ,Received,"Dear Learner, Fill your Pending Application for JAIN Online MBA before the deadline i.e. Today. Application Form: weurl.co/iuGeBb JAIN Online",1
CP-PAISAD ,Received,"Hi 0000, Transaction successfully done of of Rs.0000 to your Rummy Account. Click m0000.in/ju0000m0000!0000r to withdraw it.

ADSPL",1
CP-PAISAD ,Received,"Hi 0000, Transaction of Rs.0000 Transferred to your Rummy Account. Click m0000.in/tt0000!0000r to withdraw it.

ADSPL",1
CP-PAYRWD ,Received,"Payment of Rs.0000 at Jiomart has failed. In case any amount is debited, will be credited back within 0000 working days. 
Twid Support: https://twid.co/help",0
CP-PAYRWD ,Received,"0000 is the OTP to verify your Pay with Rewards account, valid for 0000 mins. DO NOT share with anyone. Powered by twid",0
CP-PHEASY ,Received,"Dear Customer, Your one time password is 0000. Please share this OTP with the visiting technician to proceed. Team PharmEasy",0
CP-PHRMSY ,Received,Exclusive deal for you: Get Rs.0000 wallet money + FLAT 0000% OFF on medicines. Use code PTE0000 and order now! *TC PharmEasy https://peasy.in/FhUECC,1
CP-PHRMSY ,Received,Enjoy your life with clear vision. Treat Cataract right away with PharmEasy SurgiCare. Know more:https://peasy.in/jsG0000OE *TC PharmEasy,1
CP-PHRMSY ,Received,"Hi , its time to reorder NEXOVAS T TABLETS 0000'S, order now with PharmEasy and get flat 0000% Off. *T&C https://peasy.in/0000b0000dTQ",1
CP-PLYCNV ,Received,"Hello xxxxxx0000, Transaction successfully done of Rs.0000 to your Rummy Account XXXX0000. Click http://0000gam0000.com/0000nvmr!0000rsa0000q0000 to withdraw it.

Cnvrs",1
CP-POLBAZ ,Received,"Dear Customer, 0000 is your verification code as requested online, this code is valid for the next 0000 minutes. Team Policybazaar.",0
CP-POLBAZ ,Received,"Dear Sandipan Dutta, avail attractive discount on 0000 year renewal of your policy 0000 from Niva Bupa (formerly known as Max Bupa) expiring on 0000-0000-0000. 0000 year premium is Rs. 0000. Avail tax benefits in 0000 financial years u/s 0000D. Pay online at https://pbaz.in/0000B0000E0000 or speak to your insurance advisor on 0000-0000-0000 for any assistance. Ignore if paid.

",0
CP-POLBAZ ,Received,"Dear Sandipan Dutta, avail attractive discount on 0000 year renewal of your policy 0000 from Niva Bupa (formerly known as Max Bupa) expiring on 0000-0000-0000. 0000 year premium is Rs. 0000. Avail tax benefits in 0000 financial years u/s 0000D. Pay online at https://pbaz.in/A0000F0000 or speak to your insurance advisor on 0000-0000-0000 for any assistance. Ignore if paid.

",0
CP-POLBAZ ,Received,"Hi Sandipan Dutta, Ref. ID- 0000 Congrats! Your Health insurance has been issued. Download your policy on https://pbaz.in/A0000B0000FE0000B - Policybazaar",0
CP-POLBAZ ,Received,"Hi Sandipan Dutta, Ref. ID- 0000 Congrats! Your Super Topup insurance has been issued. Download your policy on https://pbaz.in/0000 - Policybazaar",0
CP-POLBAZ ,Received,"Dear Customer, 0000 is your verification code as requested online, this code is valid for next 0000 minutes. Enter the code to compare and save. Team Policybazaar",0
CP-POLBAZ ,Received,"Fraud Alert - Beware of fraudsters posing as employees of Policybazaar/Insurance Companies and asking you to transfer money to their personal bank account/UPI. Policybazaar NEVER asks you to transfer money to any personal bank account/UPI. Our payment links start with payment.policybazaar.com. Avoid falling victim to such frauds, block these numbers and verify your PB advisor from https://verification.policybazaar.com/?utm_content=home_v0000 Team Policybazaar",0
CP-POLBAZ ,Received,"Premium Notice - Dear Sandipan, your policy 0000 with Niva Bupa is due for renewal on 0000-Jul-0000. Your premium for 0000 year is 0000. Pay online at https://epbz.in/k0000h/xRygXB0000 or speak to your insurance advisor on 0000-0000-0000 for any assistance. - Team Policybazaar",0
CP-POLBAZ ,Received,"Premium Notice - Dear Sandipan, your policy 0000 with Niva Bupa is due for renewal on 0000-Jul-0000. Your premium for 0000 year is 0000. Pay online at https://epbz.in/S0000K/kXC0000fiw or speak to your insurance advisor on 0000-0000-0000 for any assistance. - Team Policybazaar",0
CP-POLBAZ ,Received,"Premium Notice - Dear Sandipan Dutta, your policy 0000 with Niva Bupa is due for renewal on 0000/0000/0000 0000:0000:0000 AM. Your premium is Rs. Rs. 0000. Pay online at https://epbz.in/Pd0000/VTK0000Yhn or speak to your insurance advisor on 0000-0000-0000 for any assistance.
",0
CP-POLBAZ ,Received,"Dear Sandipan Dutta,your policy 0000 expires in 0000 days. Pay the renewal premium Rs. 0000 now, and be assured your premium will applied from due date. https://epbz.in/0000W/0000hKdKIN Ignore if paid.",0
CP-POLBAZ ,Received,"Dear Sandipan Dutta,your policy 0000 expires in 0000 days. Pay the renewal premium Rs. 0000 now, and be assured your premium will applied from due date. https://epbz.in/0000kt/0000U0000icrw Ignore if paid.",0
CP-POLBAZ ,Received,"Premium Notice - Dear Sandipan Dutta, your policy 0000 with Niva Bupa is due for renewal on 0000/0000/0000 0000:0000:0000 AM. Your premium is Rs. Rs. 0000. Pay online at https://epbz.in/O0000P/ktdJcZ0000 or speak to your insurance advisor on 0000-0000-0000 for any assistance.
",0
CP-POLBAZ ,Received,"Dear Sandipan Dutta, only 0000 days left policy 0000 expires on 0000/0000/0000 0000:0000:0000 AM. Enjoy policy benefits with timely payment of premium Rs. 0000. Pay online at https://epbz.in/ag0000/IMui0000bF Ignore if paid.
",0
CP-POLBAZ ,Received,"Dear Sandipan Dutta, only 0000 days left policy 0000 expires on 0000/0000/0000 0000:0000:0000 AM. Enjoy policy benefits with timely payment of premium Rs. 0000. Pay online at https://epbz.in/HN0000/0000bVKbH Ignore if paid.
",0
CP-POLBAZ ,Received,"Dear Sandipan Dutta, only 0000 days left policy 0000 expires on 0000/0000/0000 0000:0000:0000 AM. Enjoy complete peace of mind with timely payment of premium Rs. 0000. Pay online at https://epbz.in/O0000y/j0000gnlq Ignore if paid.
",0
CP-POLBAZ ,Received,"Dear Sandipan Dutta, only 0000 days left policy 0000 expires on 0000/0000/0000 0000:0000:0000 AM. Enjoy complete peace of mind with timely payment of premium Rs. 0000. Pay online at https://epbz.in/0000wc/0000ICw0000L Ignore if paid.
",0
CP-POLBAZ ,Received,"Dear Sandipan Dutta, only 0000 days left policy 0000 expires on 0000/0000/0000 0000:0000:0000 AM. Ward off any financial emergency with timely payment of premium Rs. 0000. Pay online at https://epbz.in/0000a/0000AyGIP0000 Ignore if paid.
",0
CP-POLBAZ ,Received,"Dear Sandipan Dutta, only 0000 days left policy 0000 expires on 0000/0000/0000 0000:0000:0000 AM. Ward off any financial emergency with timely payment of premium Rs. 0000. Pay online at https://epbz.in/l0000u/T0000eFutS Ignore if paid.
",0
CP-POLBAZ ,Received,"Dear Sandipan Dutta, only 0000 days left policy 0000 expires on 0000/0000/0000 0000:0000:0000 AM. Ensure protection of yourself and your loved ones with timely payment of premium Rs. 0000. Pay online at https://epbz.in/0000LW/0000G0000CL Ignore if paid.
",0
CP-POLBAZ ,Received,"Dear Sandipan Dutta, only 0000 days left policy 0000 expires on 0000/0000/0000 0000:0000:0000 AM. Ensure protection of yourself and your loved ones with timely payment of premium Rs. 0000. Pay online at https://epbz.in/Fp0000/uSO0000Ph0000 Ignore if paid.
",0
